CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,REALIZADA,REGION,MAS_500,AGLOMERADO,PONDERA,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4
TQRMNOPRYHJMLQCDEFKID00667074,2021,4,1,1,43,S,4,493,2,,3,1,,9,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,73000,5,6.0,6,5.0,,5,24333.33,4,5.0,4,4.0,,4,838,2,0,98,0,0,0
TQRMNOQSTHLOLOCDEFKID00714776,2021,4,1,1,43,S,4,475,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,5,0,5,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,1,0,2,0,0,0
TQRMNOQTQHLOLOCDEFKID00714777,2021,4,1,1,43,S,4,555,1,,2,1,,1,2,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,4,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,290000,10,10.0,10,10.0,,10,96666.67,10,10.0,10,10.0,,10,832,1,2,98,0,0,0
TQRMNOPSSHKMLRCDEFKID00659582,2021,4,1,1,43,S,4,453,1,,3,1,,3,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,100000,7,7.0,7,7.0,,7,50000.0,8,8.0,8,8.0,,8,666,1,0,98,0,0,0
TQRMNORQYHLKLMCDEHPJB00717757,2021,4,1,1,40,S,29,742,1,,1,1,,2,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,69000,5,5.0,5,5.0,,6,23000.0,4,4.0,6,4.0,,6,670,2,1,98,0,0,0
TQRMNORRSHLKLMCDEHPJB00717758,2021,4,1,1,40,S,29,717,2,,1,1,,2,1,1,1,,1,1,1,1,1,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,1,0,98,0,0,0
TQRMNOQXQHLMLNCDEHPJB00717759,2021,4,1,1,40,S,29,321,1,,5,1,,1,2,1,1,,1,1,1,1,2,2,2,5,5,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,70000,5,5.0,6,5.0,,6,35000.0,6,7.0,8,6.0,,8,358,2,0,98,0,0,0
TQRMNOQXRHLMLNCDEHPJB00717760,2021,4,1,1,40,S,29,455,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,1,1,1,1,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,30000,2,2.0,2,1.0,,2,30000.0,6,6.0,7,6.0,,8,470,1,0,98,0,0,0
TQRMNOPSRHKOLLCDEHPJB00687765,2021,4,1,1,40,S,29,501,1,,2,2,,4,2,2,1,,1,2,2,3,2,1,2,2,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,5,3,2,52700,3,4.0,4,3.0,,4,10540.0,1,1.0,2,1.0,,2,555,1,0,5,0,0,0
TQRMNOQPVHMOLUCDEHPJB00713992,2021,4,1,1,40,S,29,398,1,,2,1,,4,1,1,1,,1,1,1,2,2,1,2,2,2,2,0,1,1,1,2,0,2,0,2,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,35000,2,2.0,2,2.0,,3,11666.67,2,2.0,2,2.0,,3,402,2,0,1,0,0,0
TQRMNOSYPHJMLUCDEHPJB00687640,2021,4,1,1,40,S,29,341,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,4,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,192000,10,10.0,10,9.0,,10,64000.0,9,9.0,10,9.0,,10,394,1,2,3,0,0,0
TQUMNOPUQHJOMMCDEHPJB00700885,2021,4,2,1,40,S,29,446,2,,2,1,,4,1,2,1,,1,2,1,1,2,2,2,1,1,2,0,1,1,2,2,0,2,0,6,,2,,3,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,10200,1,1.0,1,1.0,,1,5100.0,1,1.0,1,1.0,,1,389,1,0,98,0,0,0
TQRMNOTUSHLMLOCDEHLEH00717333,2021,4,1,1,40,N,25,266,1,,2,1,,2,2,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,4,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,27050,1,1.0,2,,1.0,1,9016.67,1,1.0,1,,1.0,1,285,2,0,1,0,0,0
TQRMNOPUVHLMLQCDEGGFB00715753,2021,4,1,1,42,S,10,451,1,,4,1,,3,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,3,1,2,67000,5,5.0,5,5.0,,5,22333.33,4,4.0,5,4.0,,5,684,1,2,98,0,0,0
TQRMNOPXQHKMLSCDEGGFB00660608,2021,4,1,1,42,S,10,470,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,195000,10,10.0,10,10.0,,10,65000.0,9,9.0,10,9.0,,10,870,2,3,98,0,0,0
TQRMNORYPHKMKPCDEFNFF00660125,2021,4,2,1,41,N,7,328,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,1,2,2,0,2,0,6,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,60000,4,5.0,5,,5.0,5,20000.0,4,4.0,5,,4.0,4,430,1,0,98,0,0,0
TQRMNORRVHLNKOCDEGOIH00716696,2021,4,1,1,40,N,18,256,1,,5,1,,1,1,1,1,,1,1,1,2,2,2,2,5,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,0,4,101000,7,8.0,8,,8.0,8,25250.0,5,5.0,6,,5.0,6,256,2,4,97,0,0,0
TQRMNORYUHKNKOCDEHGHJ00681054,2021,4,1,1,44,N,20,121,2,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,54000,4,4.0,2,,4.0,2,27000.0,5,6.0,4,,6.0,4,124,1,0,98,0,0,0
TQRMNOPPRHLMLLCDEGKDB00716322,2021,4,1,1,43,N,14,97,1,,3,1,,3,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,42150,2,3.0,3,,3.0,3,21075.0,4,4.0,3,,4.0,5,178,2,0,98,0,0,0
TQRMNOQQRHKMLOCDEGKDB00661321,2021,4,1,1,43,N,14,93,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,2,2,2,0,0,0,0,2,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,0,2,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,0,98,0,0,0
TQRMNORXTHKMLOCDEGKDB00661325,2021,4,1,1,43,N,14,78,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,2,2,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,0,4,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
TQRMNOSTVHKMLPCDEGKDB00661382,2021,4,1,1,43,N,14,90,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,2,1,1,2,0,2,0,1,,1,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,0,98,0,0,0
TQRMNOSTWHKMLPCDEGKDB00676537,2021,4,1,1,43,N,14,102,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,1,98,0,0,0
TQRMNOPXTHKMLQCDEGKDB00661196,2021,4,1,1,43,N,14,88,1,,5,1,,4,1,1,1,,1,1,1,1,2,2,2,5,2,1,1,2,2,2,0,0,0,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,115000,8,8.0,8,,8.0,8,28750.0,5,6.0,5,,6.0,7,175,1,0,2,0,0,0
TQRMNOQWSHKMLQCDEGKDB00661482,2021,4,1,1,43,N,14,51,1,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,2,1,2,0,2,0,1,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,0,1,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
TQRMNOTYQHKNKOCDEGKDB00661202,2021,4,1,1,43,N,14,128,6,CASA DE MADERA,1,2,,4,2,3,4,VECINA,1,1,2,1,2,2,2,1,1,2,0,2,2,2,0,0,0,0,2,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,3,2,70000,5,5.0,5,,5.0,6,14000.0,2,2.0,2,,2.0,3,87,1,0,98,0,0,0
TQRMNORRTHKNKPCDEGKDB00661267,2021,4,1,1,43,N,14,149,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,1,1,2,2,2,0,0,0,0,1,,2,,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,15000,1,1.0,1,,1.0,1,15000.0,2,3.0,2,,3.0,4,148,1,0,98,0,0,0
TQRMNOPRVHLLTNCDEIJAH00718901,2021,4,1,1,1,S,33,1392,2,,1,1,,4,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,0,1,30000,2,,1,2.0,,2,30000.0,6,,5,6.0,,6,1913,1,0,98,0,0,0
TQRMNORVTHMOSTCDEIJAH00718902,2021,4,1,1,1,S,33,1561,2,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,0,12,,12,12.0,,12,0.0,12,,12,12.0,,12,0,1,0,98,0,0,0
TQRMNOTQWHKNQMCDEIJAH00718903,2021,4,1,1,1,S,33,2977,1,,4,2,,2,1,1,1,,1,1,1,2,2,1,2,4,2,2,0,1,1,1,2,0,2,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,0,4,30000,2,,1,1.0,,2,7500.0,1,,1,1.0,,1,5662,1,2,3,4,0,0
TQRMNOQTRHJMQUCDEIJAH00700422,2021,4,1,1,1,S,33,1630,2,,2,1,,4,1,1,1,,1,1,1,1,1,2,2,2,1,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,85000,6,,6,6.0,,6,42500.0,7,,7,7.0,,8,2336,1,2,98,0,0,0
TQRMNORUQHLNQTCDEIJAH00718904,2021,4,1,1,1,S,33,3245,1,,4,2,,2,2,1,2,,1,1,2,1,2,2,2,4,2,1,1,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,,12,12.0,,12,0.0,12,,12,12.0,,12,0,1,0,98,0,0,0
TQRMNOQTXHMKRLCDEIJAH00711041,2021,4,1,1,1,S,33,1083,1,,3,1,,3,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,75000,5,,5,5.0,,5,15000.0,2,,2,2.0,,2,2553,2,0,3,0,0,0
TQRMNOPWRHMLRMCDEIJAH00718905,2021,4,1,1,1,S,33,2203,1,,4,1,,3,1,1,2,,1,1,1,2,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,147000,9,,8,9.0,,9,49000.0,8,,8,8.0,,8,4696,2,0,1,3,0,0
TQRMNORQSHJMKPCDEIOAH00695967,2021,4,1,1,43,N,38,91,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,100000,7,7.0,7,,8.0,8,25000.0,5,5.0,4,,5.0,5,130,2,3,98,0,0,0
TQRMNOQPVHMOKNCDEIOAH00712033,2021,4,1,1,43,N,38,93,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,73000,5,6.0,6,,6.0,6,36500.0,7,7.0,7,,7.0,7,122,2,0,98,0,0,0
TQRMNOPPQHMMKSCDEIOAH00712034,2021,4,1,1,43,N,38,134,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,6,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,0,2,52000,3,4.0,4,,4.0,4,26000.0,5,5.0,5,,5.0,5,142,1,0,98,0,0,0
TQRMNOQWVHMMKPCDEIOAH00712035,2021,4,1,1,43,N,38,156,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,1,2,0,2,0,6,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,100000,7,7.0,7,,7.0,8,50000.0,8,9.0,8,,9.0,8,257,2,0,1,0,0,0
TQRMNOTUSHLLKOCDEIOAH00720022,2021,4,1,1,43,N,38,150,1,,1,1,,4,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,42000,2,3.0,3,,3.0,3,21000.0,4,4.0,3,,4.0,4,135,1,0,98,0,0,0
TQRMNOSSRHKMLMCDEIMBF00713556,2021,4,1,1,43,N,36,114,2,,1,1,,1,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,57000,4,4.0,4,,4.0,4,57000.0,9,9.0,9,,9.0,9,121,1,0,98,0,0,0
TQRMNORPUHKMLNCDEIMBF00663702,2021,4,1,1,43,N,36,141,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,3,0,3,57000,4,4.0,4,,4.0,4,19000.0,3,3.0,3,,4.0,3,149,2,0,97,0,0,0
TQRMNOSPYHMLLPCDEIMBF00713558,2021,4,1,1,43,N,36,161,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,50000,3,3.0,3,,3.0,4,25000.0,5,5.0,5,,5.0,5,191,97,0,2,0,0,0
TQRMNOUXXHLMKRCDEGIBJ00715888,2021,4,1,1,41,N,12,275,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,1,1,2,0,2,0,1,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,40000,2,2.0,3,,2.0,2,40000.0,7,7.0,9,,8.0,8,277,96,0,98,0,0,0
TQRMNOPXWHJMLNCDEGJBF00716067,2021,4,1,1,43,S,13,430,1,,2,1,,2,2,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,0,1,30600,2,2.0,2,2.0,,2,30600.0,6,6.0,6,6.0,,6,440,1,0,98,0,0,0
TQRMNORSUHMMMLCDEGJBF00714104,2021,4,1,1,43,S,13,671,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,8,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,60000,4,4.0,5,4.0,,4,60000.0,9,9.0,9,9.0,,9,668,1,0,98,0,0,0
TQRMNOTQRHKOMMCDEGJBF00714105,2021,4,1,1,43,S,13,618,1,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,0,5,45000,3,3.0,3,3.0,,3,9000.0,1,1.0,1,1.0,,1,621,3,5,98,0,0,0
TQRMNOPSVHMOKSCDEFOCD00715488,2021,4,1,1,41,N,8,255,1,,3,1,,4,1,1,1,,1,1,1,2,2,2,2,3,3,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,50000,3,3.0,4,,3.0,5,12500.0,2,2.0,2,,2.0,4,274,1,0,98,0,0,0
TQRMNOPWXHMOLLCDEIMBF00713511,2021,4,1,1,43,N,36,87,1,,3,1,,2,1,1,1,,1,1,1,3,1,2,1,3,1,2,0,1,2,2,2,0,2,0,1,,2,,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,25000,1,1.0,1,,1.0,1,25000.0,5,5.0,4,,5.0,4,89,1,0,98,0,0,0
TQRMNOQWRHKLKUCDEHMHF00662506,2021,4,1,1,42,N,26,132,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,6,,1,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,5,78100,5,6.0,6,,6.0,6,13016.67,2,2.0,2,,2.0,2,165,2,0,98,0,0,0
TQRMNORRSHKMLMCDEHMHF00662574,2021,4,1,1,42,N,26,144,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,65500,5,5.0,5,,5.0,5,16375.0,3,3.0,3,,3.0,4,234,1,0,98,0,0,0
TQRMNOPXSHLOLOCDEHPJB00717777,2021,4,1,1,40,S,29,325,2,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,1,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,0,5,86000,6,7.0,7,6.0,,7,17200.0,3,3.0,4,3.0,,4,404,3,0,4,5,0,0
TQRMNOSPQHKOLLCDEHPJB00714465,2021,4,1,1,40,S,29,354,1,,5,1,,4,1,1,1,,1,1,1,2,1,1,2,5,3,2,0,1,1,1,2,0,1,1,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,5,79600,6,6.0,6,5.0,,7,13266.67,2,2.0,3,2.0,,3,426,2,5,3,0,0,0
TQRMNOSPQHMOLUCDEHPJB00714466,2021,4,1,1,40,S,29,543,1,,2,1,,4,2,1,1,,1,1,1,2,2,2,2,2,1,2,0,1,1,2,2,0,2,0,6,,2,,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,2,59000,4,4.0,4,4.0,,5,11800.0,2,2.0,2,2.0,,3,569,2,0,98,0,0,0
TQRMNOSPTHMOLUCDEHPJB00714467,2021,4,1,1,40,S,29,376,1,,4,1,,4,2,1,1,,1,1,1,3,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,5,0,5,99200,7,7.0,8,7.0,,8,19840.0,3,4.0,5,3.0,,5,387,3,0,5,0,0,0
TQRMNOPVQHLMLRCDEHPJB00717778,2021,4,1,1,40,S,29,507,2,,1,2,,4,2,1,1,,1,1,1,1,2,2,2,1,1,2,0,2,2,2,0,0,0,0,6,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,45000,3,3.0,3,3.0,,3,45000.0,8,8.0,9,8.0,,9,508,1,0,98,0,0,0
TQRMNOQRPHJOKTCDEIHJF00689092,2021,4,1,1,44,N,31,76,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,82000,6,6.0,4,,6.0,4,41000.0,7,8.0,6,,8.0,5,81,2,0,98,0,0,0
TQRMNOPYPHJMLNCDEHGHJ00681001,2021,4,1,1,44,N,20,152,1,,3,1,,4,1,1,1,,1,1,1,1,2,1,2,3,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,160000,9,9.0,8,,9.0,8,53333.33,8,9.0,7,,9.0,7,197,1,2,98,0,0,0
TQSMNOPSXHMNKMCDEFKID00714134,2021,4,1,1,43,S,4,359,2,,2,1,,2,1,1,1,,1,2,1,3,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,0,1,60000,4,4.0,4,4.0,,4,60000.0,9,9.0,9,9.0,,9,467,1,0,98,0,0,0
TQRMNOPSYHMNKMCDEFKID00714135,2021,4,1,1,43,S,4,588,1,,3,1,,2,1,1,1,,1,1,1,3,2,2,2,3,2,1,1,1,2,1,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,5,83000,6,6.0,6,6.0,,6,13833.33,2,2.0,2,2.0,,2,828,1,3,98,0,0,0
TQRMNORPTHKOKMCDEFKID00659665,2021,4,2,1,43,S,4,551,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,1,0,98,0,0,0
TQRMNOQRPHKKKNCDEFKID00667166,2021,4,1,1,43,S,4,874,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,3,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,2,3,110000,7,8.0,8,7.0,,7,22000.0,4,4.0,4,4.0,,3,1450,3,0,98,0,0,0
TQRMNORPUHMMLMCDEGOIH00714161,2021,4,1,1,40,N,18,253,1,,3,1,,1,1,1,1,,1,1,1,2,2,2,2,3,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,2,83100,6,6.0,7,,6.0,7,41550.0,7,8.0,9,,8.0,9,264,1,0,98,0,0,0
TQRMNOSVRHLOLOCDEGOIH00716714,2021,4,1,1,40,N,18,292,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,4,1,3,73700,5,6.0,6,,6.0,6,18425.0,3,3.0,4,,3.0,4,326,2,0,1,0,0,0
TQRMNOSTSHJLLPCDEHMHF00685311,2021,4,1,1,42,N,26,127,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,150000,9,9.0,9,,9.0,9,50000.0,8,9.0,9,,9.0,9,193,1,2,3,0,0,0
TQRMNOSPXHLMKNCDEIOAH00720025,2021,4,1,1,43,N,38,91,1,,5,1,,2,2,1,1,,1,1,1,1,2,2,2,5,4,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,5,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,3,98,0,0,0
TQRMNOTSWHLMKNCDEIOAH00720026,2021,4,1,1,43,N,38,144,1,,5,1,,4,1,1,1,,1,1,1,2,2,2,2,5,4,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,2,3,120000,8,8.0,8,,8.0,9,24000.0,4,5.0,4,,5.0,4,161,2,0,98,0,0,0
