CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,REALIZADA,REGION,MAS_500,AGLOMERADO,PONDERA,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4
TQRMNOQPPHLMKNCDEIOAH00720093,2021,4,1,1,43,N,38,64,1,,1,1,,4,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,2,81000,6,6.0,6,,6.0,7,27000.0,5,5.0,5,,6.0,5,65,1,0,98,0,0,0
TQRMNOSQSHLNKPCDEIOAH00720094,2021,4,1,1,43,N,38,186,1,,1,2,,1,2,1,1,,2,0,0,0,2,2,2,1,1,2,0,1,2,2,2,0,2,0,1,,2,,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,40000,2,2.0,2,,2.0,2,13333.33,2,2.0,2,,2.0,2,201,2,0,98,0,0,0
TQRMNOPXSHKMKQCDEIOAH00663790,2021,4,2,1,43,N,38,14,1,,2,1,,5,1,1,1,,1,1,1,3,2,2,2,2,1,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,90000,6,7.0,7,,7.0,7,45000.0,8,8.0,8,,8.0,8,16,2,0,1,0,0,0
TQRMNOSSUHJMKNCDEGOIH00701426,2021,4,1,1,40,N,18,313,1,,3,1,,1,1,1,1,,1,1,1,2,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,150000,9,9.0,9,,9.0,10,37500.0,7,7.0,8,,7.0,8,301,97,0,1,0,0,0
TQRMNOPXSHJMKOCDEGOIH00679099,2021,4,1,1,40,N,18,185,1,,2,1,,1,1,1,1,,1,1,1,2,2,2,2,2,2,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,27500,1,1.0,2,,1.0,1,6875.0,1,1.0,1,,1.0,1,202,1,0,98,0,0,0
TQRMNORPQHJMKPCDEGOIH00716761,2021,4,1,1,40,N,18,188,1,,3,1,,1,1,1,1,,1,1,1,2,2,2,2,3,1,2,0,1,2,2,2,0,2,0,6,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,55600,4,4.0,4,,4.0,4,27800.0,5,6.0,7,,6.0,7,187,1,0,98,0,0,0
TQRMNOPQPHKNKNCDEIOAH00663886,2021,4,1,1,43,N,38,79,1,,2,2,,4,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,3,28000,1,1.0,1,,1.0,2,5600.0,1,1.0,1,,1.0,1,79,1,2,98,0,0,0
TQRMNORQQHMMKMCDEOJAH00711664,2021,4,1,1,44,N,93,53,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,100000,7,7.0,6,,7.0,6,100000.0,10,10.0,10,,10.0,10,67,1,0,98,0,0,0
TQRMNORQRHMMKMCDEOJAH00712181,2021,4,1,1,44,N,93,90,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,60000,4,5.0,3,,5.0,3,15000.0,2,2.0,1,,2.0,2,98,2,0,1,0,0,0
TQRMNOSRTHLMKPCDEOJAH00720381,2021,4,1,1,44,N,93,102,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,6,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,105000,7,8.0,6,,8.0,6,52500.0,8,9.0,7,,9.0,7,131,1,0,98,0,0,0
TQRMNOTPTHKMKNCDEOJAH00664224,2021,4,1,1,44,N,93,60,1,,5,1,,3,1,1,1,,1,1,1,1,2,2,2,4,1,1,2,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,98,0,1,2,0,0
TQRMNOPQWHLOKQCDEOJAH00720382,2021,4,1,1,44,N,93,30,1,,4,1,,3,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,60000,4,4.0,3,,4.0,3,60000.0,9,9.0,8,,9.0,8,31,96,0,1,0,0,0
TQRMNOQPVHMMLNCDEHIBB00711946,2021,4,1,1,40,N,22,100,1,,3,2,,2,1,1,1,,1,1,1,2,2,2,2,3,3,2,0,1,2,2,2,0,2,0,2,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,0,3,93000,6,7.0,7,,7.0,7,31000.0,6,6.0,8,,6.0,7,108,1,2,3,0,0,0
TQRMNOQPYHMMLNCDEHIBB00711947,2021,4,1,1,40,N,22,94,1,,2,1,,1,1,1,1,,1,1,1,2,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,36000,2,2.0,2,,2.0,2,36000.0,7,7.0,8,,7.0,8,99,1,0,98,0,0,0
TQRMNORWRHJOKRCDEGIBJ00674130,2021,4,1,1,41,N,12,371,2,,3,1,,4,1,1,1,,1,1,1,1,1,2,2,3,2,2,0,1,2,2,2,0,2,0,6,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,34050,2,2.0,2,,2.0,2,11350.0,2,2.0,2,,2.0,2,380,2,0,1,0,0,0
TQRMNOVQPHJOKRCDEGIBJ00674135,2021,4,1,1,41,N,12,305,1,,5,1,,4,1,1,1,,1,1,1,1,1,1,2,5,4,2,0,1,1,1,2,0,2,0,1,,2,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,0,6,54500,4,4.0,5,,4.0,4,9083.33,1,1.0,2,,1.0,1,306,1,0,98,0,0,0
TQRMNORVYHKMKRCDEGIBJ00660971,2021,4,1,1,41,N,12,218,1,,3,1,,4,1,1,1,,1,1,1,1,2,1,2,3,2,2,0,1,1,2,2,0,2,0,1,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,60000,4,5.0,5,,5.0,4,30000.0,6,6.0,8,,6.0,7,217,2,0,98,0,0,0
TQRMNOPWTHMOKPCDEGIBJ00712029,2021,4,1,1,41,N,12,247,1,,2,2,,4,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,1,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,25000,1,1.0,1,,1.0,1,25000.0,5,5.0,6,,5.0,6,247,1,0,98,0,0,0
TQRMNORTYHJMKPCDEHNHB00717703,2021,4,1,1,42,S,27,397,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,1,1,1,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,60000,4,4.0,4,4.0,,4,60000.0,9,9.0,9,9.0,,10,386,96,0,98,0,0,0
TQRMNOQUQHLMKSCDEHNHB00717704,2021,4,1,1,42,S,27,239,1,,3,1,,1,1,1,1,,1,2,1,1,2,2,2,3,3,2,0,1,1,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,0,4,95000,7,7.0,7,6.0,,7,23750.0,4,5.0,5,4.0,,5,241,4,0,98,0,0,0
TQRMNOPXVHKOKRCDEHMHF00662639,2021,4,1,1,42,N,26,186,1,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,0,5,106000,7,8.0,8,,8.0,8,21200.0,4,4.0,5,,4.0,5,301,1,0,98,0,0,0
TQRMNORSRHKLKSCDEHMHF00662564,2021,4,1,1,42,N,26,151,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,3,88000,6,7.0,7,,7.0,6,29333.33,5,6.0,7,,6.0,6,212,1,0,98,0,0,0
TQRMNOPVYHJLKRCDEHMHF00685302,2021,4,1,1,42,N,26,94,1,,5,1,,3,1,1,1,,1,1,1,1,2,2,2,5,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,0,4,80000,6,6.0,6,,6.0,6,20000.0,3,4.0,4,,4.0,4,128,1,2,3,0,0,0
TQRMNORRVHJLKRCDEHMHF00685304,2021,4,1,1,42,N,26,131,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,77000,5,6.0,6,,6.0,6,38500.0,7,7.0,8,,7.0,7,176,1,2,98,0,0,0
TQRMNORTXHMMKTCDEHMHF00717520,2021,4,1,1,42,N,26,163,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,1,2,0,2,0,3,,1,,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,55050,4,4.0,4,,4.0,4,9175.0,1,1.0,1,,1.0,1,205,1,0,98,0,0,0
TQRMNOTUUHLOKUCDEHMHF00717521,2021,4,1,1,42,N,26,271,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,6,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,5,61000,4,5.0,5,,5.0,5,12200.0,2,2.0,2,,2.0,2,235,2,0,98,0,0,0
TQRMNOQRXHJKKRCDEHNHB00686504,2021,4,1,1,42,S,27,408,1,,5,1,,1,2,1,1,,1,1,1,1,2,2,2,5,3,1,1,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,172000,9,10.0,10,9.0,,10,43000.0,7,8.0,8,7.0,,8,407,2,0,98,0,0,0
TQRMNORWYHJKKRCDEHNHB00686508,2021,4,1,1,42,S,27,301,2,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,1,1,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,2,110000,7,8.0,8,7.0,,8,55000.0,8,9.0,9,8.0,,9,292,1,2,98,0,0,0
TQRMNOSRUHMLKUCDEHNHB00709667,2021,4,1,1,42,S,27,251,1,,6,1,,1,1,1,1,,1,1,1,1,2,2,2,6,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,110000,7,8.0,8,7.0,,8,55000.0,8,9.0,9,8.0,,9,249,1,0,96,0,0,0
TQRMNOPYVHMOLPCDEHPJB00709885,2021,4,1,1,40,S,29,330,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,5,145000,9,9.0,9,9.0,,10,29000.0,5,6.0,7,5.0,,7,431,1,0,3,0,0,0
TQRMNOPQSHLMKRCDEFLID00715082,2021,4,1,1,43,S,5,313,1,,5,1,,2,1,1,1,,1,1,1,1,2,2,2,5,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,7,1,6,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,5,6,2,0,0,0
TQRMNOQRWHKNKRCDEFLID00659797,2021,4,1,1,43,S,5,748,1,,5,1,,1,1,1,1,,1,1,1,2,2,2,2,5,3,1,1,1,1,1,2,0,2,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,2,60000,4,4.0,4,4.0,,4,12000.0,2,2.0,2,2.0,,2,1048,2,0,98,0,0,0
TQRMNOQSSHLOKTCDEFLID00715083,2021,4,1,1,43,S,5,265,1,,3,1,,4,1,1,1,,1,1,1,2,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,97,0,1,4,0,0
TQRMNOSRVHLOKRCDEIHJF00718147,2021,4,1,1,44,N,31,89,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,23000,1,1.0,1,,1.0,1,23000.0,4,4.0,3,,5.0,3,86,1,0,98,0,0,0
TQRMNOPRYHMMKRCDEIHJF00710054,2021,4,1,1,44,N,31,132,6,casilla,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,2,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,120000,8,8.0,7,,8.0,6,120000.0,10,10.0,10,,10.0,10,141,1,0,98,0,0,0
TQRMNOTTXHLOKSCDEIHJF00718148,2021,4,1,1,44,N,31,373,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,130000,8,9.0,7,,9.0,7,32500.0,6,7.0,4,,7.0,4,421,1,0,98,0,0,0
TQRMNORUXHMMKTCDEIHJF00709505,2021,4,1,1,44,N,31,48,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,1,1,1,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,35000,2,2.0,1,,2.0,1,35000.0,6,7.0,5,,7.0,4,53,1,0,98,0,0,0
TQRMNOSRYHLOSNCDEIJAH00719432,2021,4,1,1,1,S,33,3076,1,,3,1,,2,1,1,2,,1,1,2,2,2,2,2,3,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,78000,5,,5,5.0,,6,19500.0,3,,3,3.0,,3,5774,1,0,98,0,0,0
TQRMNOSPYHKKKQCDEFIAH00665010,2021,4,1,1,43,S,2,954,2,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,70000,5,5.0,5,5.0,,5,70000.0,9,10.0,9,9.0,,9,2658,1,0,98,0,0,0
TQRMNOPUUHMMTRCDEIJAH00719433,2021,4,1,1,1,S,33,1631,1,,3,1,,2,2,1,2,,1,1,1,2,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,6,2,4,0,12,,12,12.0,,12,0.0,12,,12,12.0,,12,0,2,0,3,0,0,0
TQRMNOQUSHLLTRCDEIJAH00719434,2021,4,1,1,1,S,33,2309,1,,2,1,,2,1,1,1,,1,1,1,2,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,60000,4,,4,4.0,,4,60000.0,9,,8,9.0,,9,2496,1,0,98,0,0,0
TQRMNORXRHKKKMCDEHNHB00662696,2021,4,1,1,42,S,27,506,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,2,2,180000,9,10.0,10,9.0,,10,45000.0,8,8.0,8,8.0,,9,515,1,2,98,0,0,0
TQRMNOQQWHKMMLCDEFKID00714891,2021,4,1,1,43,S,4,535,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,1,1,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,2,0,98,0,0,0
TQRMNOQUQHJOLQCDEFPCH00671724,2021,4,1,1,44,N,9,175,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,0,2,20000,1,1.0,1,,1.0,1,10000.0,1,1.0,1,,1.0,1,177,1,2,98,0,0,0
TQRMNOQPYHLOKMCDEOHCH00720238,2021,4,1,1,44,N,91,124,1,,5,1,,2,1,1,1,,1,1,1,1,2,2,2,5,2,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,218000,10,10.0,10,,10.0,10,72666.67,9,10.0,9,,10.0,9,125,2,0,98,0,0,0
TQRMNOQRYHLMKNCDEOHCH00720239,2021,4,1,1,44,N,91,115,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,4,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,2,2,107000,7,8.0,6,,8.0,7,26750.0,5,5.0,4,,6.0,4,121,1,2,98,0,0,0
TQRMNORRRHMKKMCDEOHCH00708811,2021,4,1,1,44,N,91,149,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,2,210000,10,10.0,9,,10.0,10,105000.0,10,10.0,10,,10.0,10,160,2,0,1,0,0,0
TQRMNORRTHMKKMCDEOHCH00708812,2021,4,1,1,44,N,91,135,1,,3,1,,3,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,0,0,0.0,0,,0.0,0,0.0,0,0.0,0,,0.0,0,145,1,0,98,0,0,0
TQRMNORYSHJKKMCDEOHCH00696795,2021,4,1,1,44,N,91,159,1,,3,1,,3,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,130000,8,9.0,7,,9.0,8,65000.0,9,9.0,8,,9.0,8,171,2,1,98,0,0,0
TQRMNOQQWHMMKNCDEOHCH00708831,2021,4,1,1,44,N,91,99,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,245000,10,10.0,10,,10.0,10,81666.67,10,10.0,9,,10.0,9,101,1,0,3,0,0,0
TQRMNORSQHJLLMCDEFPCH00671663,2021,4,1,1,44,N,9,339,1,,1,1,,1,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,6,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,25000,1,1.0,1,,1.0,1,25000.0,5,5.0,3,,5.0,3,368,1,0,98,0,0,0
TQRMNOPPXHLOLOCDEGLDF00716480,2021,4,1,1,41,N,15,236,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,3,0,3,60000,4,5.0,5,,4.0,6,20000.0,3,4.0,5,,4.0,5,244,2,0,3,0,0,0
TQRMNORTYHJOLOCDEFPCH00671714,2021,4,1,1,44,N,9,164,1,,4,1,,2,1,1,1,,1,1,1,1,2,1,2,4,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,0,4,100000,7,7.0,6,,8.0,5,25000.0,4,5.0,3,,5.0,3,171,1,2,3,4,0,0
TQRMNORSYHLLKUCDEGGFB00715853,2021,4,1,1,42,S,10,606,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,88000,6,7.0,7,6.0,,7,44000.0,8,8.0,8,7.0,,8,974,2,0,98,0,0,0
TQRMNOQPVHMMLPCDEHJGH00710849,2021,4,1,1,40,S,23,190,1,,3,1,,2,1,1,1,,1,1,1,1,2,1,2,3,1,2,0,1,2,2,2,0,2,0,6,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,70000,5,5.0,6,5.0,,5,70000.0,9,9.0,10,9.0,,10,189,1,0,98,0,0,0
TQRMNOQTTHKMLPCDEGNFJ00710847,2021,4,1,1,44,N,17,296,1,,5,1,,1,1,1,1,,1,1,1,1,2,2,2,5,2,2,0,1,1,1,2,0,2,0,6,,1,,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,6,2,4,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,0,98,0,0,0
TQRMNOPTPHLMKMCDEOJAH00720379,2021,4,1,1,44,N,93,72,2,,1,1,,1,2,1,1,,1,1,1,1,2,2,2,1,1,2,0,2,2,2,0,0,0,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,55000,4,4.0,2,,4.0,2,27500.0,5,6.0,4,,6.0,3,85,1,0,98,0,0,0
TQRMNORQVHKLKMCDEOJAH00664181,2021,4,1,1,44,N,93,70,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,0,2,204000,10,10.0,9,,10.0,9,102000.0,10,10.0,10,,10.0,10,111,2,0,98,0,0,0
TQRMNORUUHMLKMCDEOJAH00710848,2021,4,1,1,44,N,93,97,1,,1,1,,1,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,4,1,3,180000,9,10.0,9,,10.0,9,45000.0,8,8.0,6,,8.0,6,137,2,0,1,0,0,0
TQRMNOPPXHJLKOCDEOJAH00699869,2021,4,1,1,44,N,93,65,1,,4,1,,3,2,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,92000,6,7.0,5,,7.0,5,46000.0,8,8.0,6,,8.0,6,89,1,0,2,0,0,0
TQRMNOSUWHJMKTCDEGOIH00679112,2021,4,1,1,40,N,18,294,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,90000,6,7.0,7,,7.0,7,45000.0,8,8.0,9,,8.0,9,301,97,0,2,0,0,0
TQRMNOSPVHJLKUCDEGOIH00679089,2021,4,1,1,40,N,18,378,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,1,1,2,0,2,0,8,,1,,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,78000,5,6.0,6,,6.0,6,19500.0,3,4.0,5,,4.0,5,360,1,0,98,0,0,0
TQRMNOPTVHKLKTCDEGOIH00679172,2021,4,1,1,40,N,18,317,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,5,0,5,102000,7,8.0,8,,8.0,8,20400.0,4,4.0,5,,4.0,5,305,96,0,1,0,0,0
TQRMNOQQVHJMKRCDEHGHJ00680994,2021,4,1,1,44,N,20,93,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,180000,9,10.0,9,,10.0,9,180000.0,10,10.0,10,,10.0,10,113,1,0,98,0,0,0
TQRMNOQTXHJLLQCDEFNFF00670190,2021,4,1,1,41,N,7,269,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,4,2,2,40600,2,3.0,3,,3.0,3,10150.0,1,1.0,2,,1.0,1,369,1,0,3,0,0,0
TQRMNOQWWHKMMMCDEGGFB00660805,2021,4,1,1,42,S,10,494,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,1,2,0,2,0,1,,1,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,1,2,98,0,0,0
