,CODUSU,NRO_HOGAR,AGLOMERADO,IV1,IV2,IV3,IV4,IV5,IV6,IV7,IV8,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II5_1,II6_1,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,IPCF,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4,parentesco,genero,edad,cob_medica,NIVEL_ED,CAT_OCUP,CAT_INAC,AE_ctrol_ind_sum,adulto_equivalente,pobreza,IV9,IV10,IV11,II4_1,II4_2,II4_3,II5,II6,II7,II8,II9
5083,TQRMNOSRSHKKKTCDEFMDB00712308,1,6,2,3,1,9,1,1,1,1,2,2,2,3,1,2,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1,19500,19500.0,1,0,98,0,0,0,1,2,28,4,5,9,0,0.76,25657.89,0,1,1,1,1,2,1,2,2,3,1,1
5084,TQRMNORQVHKKKUCDEFMDB00712266,1,6,2,1,1,1,1,1,1,1,2,2,2,1,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,52000,52000.0,1,0,98,0,0,0,1,1,33,1,6,3,0,1.0,52000.0,0,1,1,1,1,2,2,2,2,3,1,1
5085,TQRMNOQSPHKLKSCDEFMDB00669477,1,6,1,2,1,3,1,1,1,1,2,2,2,2,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,1,24800,24800.0,1,0,98,98,0,0,1,2,62,1,3,9,1,0.67,37014.93,0,1,1,1,1,2,2,2,2,8,1,1
5086,TQRMNOQWPHKNOQCDEIIAD00718417,1,32,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,108000,108000.0,1,0,96,0,0,0,1,1,56,1,6,3,0,1.0,108000.0,0,1,1,1,1,1,2,2,2,1,1,1
5087,TQRMNOSYUHLMKMCDEIJAH00719003,1,33,2,4,1,4,2,1,1,1,2,2,2,4,3,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,4,0,4,14200,3550.0,1,2,3,4,0,0,1,1,46,4,2,1,0,3.56,3988.76,1,1,1,1,1,2,2,2,2,1,1,1
5088,TQRMNOTPSHKMKPCDEIJAH00712535,1,33,1,4,1,2,1,1,2,1,2,2,2,4,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,0,3,30000,10000.0,1,0,98,0,0,0,1,2,55,4,6,9,4,2.52,11904.76,1,1,1,2,2,2,1,2,2,1,1,1
5089,TQRMNOPTSHMMKPCDEIJAH00719005,1,33,1,3,1,2,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,43000,14333.33,2,1,3,0,0,0,1,2,20,1,4,9,4,2.54,16929.13,1,1,1,2,1,1,2,2,2,6,1,1
5090,TQRMNORPVHLKQLCDEIJAH00719007,1,33,2,3,1,9,1,1,1,1,2,2,2,3,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,0,2,60000,30000.0,2,0,96,0,0,0,1,1,61,2,4,1,0,1.5899999999999999,37735.85,0,1,1,1,1,1,2,2,2,2,1,1
5091,TQRMNOQQTHJNMRCDEIJAH00693094,1,33,1,4,1,2,1,1,1,1,2,2,2,4,3,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,104000,52000.0,1,0,97,0,0,0,1,1,48,4,3,2,0,1.67,62275.45,0,1,1,1,1,1,2,2,2,1,1,1
5092,TQSMNOPSQHLNMQCDEIJAH00719011,1,33,1,2,1,4,1,1,1,2,2,1,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,50000,25000.0,1,2,98,0,0,0,1,1,22,4,3,3,0,1.78,28089.89,0,1,1,1,1,2,2,2,2,2,1,4
5093,TQRMNORSPHMLMOCDEIJAH00712617,1,33,1,4,1,2,1,1,1,1,2,2,2,4,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,45000,45000.0,1,0,98,0,0,0,1,1,61,2,6,3,0,0.83,54216.87,0,1,1,1,1,1,2,2,2,1,1,1
5094,TQRMNOQXWHMMMPCDEIJAH00719013,1,33,2,4,1,3,1,1,1,1,2,2,2,4,2,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,2,45000,22500.0,1,2,98,0,0,0,1,1,79,1,6,9,1,1.5699999999999998,28662.42,0,1,1,1,1,1,2,2,2,1,1,1
5095,TQRMNOPUTHMMKUCDEGLDF00711555,1,15,1,4,1,4,1,1,1,1,2,2,2,4,3,2,0,0,0,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,3,0,3,90000,30000.0,2,0,1,3,0,0,1,1,61,1,4,3,0,2.6,34615.38,0,1,1,1,1,2,2,2,2,1,2,1
5096,TQRMNOQYQHKMKRCDEGLDF00661610,1,15,1,2,1,1,1,1,1,1,2,2,2,2,1,2,0,0,0,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,23000,23000.0,1,0,97,0,0,0,1,1,65,1,2,9,1,0.83,27710.84,0,1,1,1,1,1,1,2,2,1,2,1
5097,TQRMNOSRSHKMKSCDEGLDF00661493,1,15,1,5,1,3,1,1,1,1,2,2,2,5,4,1,1,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,5,1,4,90000,18000.0,2,0,4,0,0,0,1,1,70,1,6,9,1,3.91,23017.9,1,1,1,1,1,1,1,2,2,1,2,1
5098,TQRMNOQYRHKKKUCDEGLDF00661551,1,15,1,3,1,4,1,1,1,1,2,2,2,3,3,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,120000,40000.0,2,0,98,0,0,0,1,1,51,1,2,2,0,2.7800000000000002,43165.47,0,1,1,1,1,1,1,2,2,1,2,1
5099,TQRMNOQYRHMKLLCDEGLDF00711556,1,15,1,4,1,4,1,1,1,1,2,2,2,4,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,4,0,4,70000,17500.0,2,0,4,0,0,0,1,1,63,1,4,3,0,3.12,22435.9,1,1,1,1,1,2,2,2,2,1,2,1
5100,TQRMNOPUXHKMLMCDEGLDF00711621,1,15,1,3,1,4,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,40000,20000.0,1,0,98,0,0,0,1,1,61,4,2,1,0,1.85,21621.62,1,1,1,1,1,1,1,2,2,1,1,1
5101,TQRMNOPVPHKMLMCDEGLDF00661579,1,15,1,4,1,4,1,1,1,1,2,2,2,4,3,2,0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,6,1,5,88000,14666.67,2,0,1,0,0,0,1,2,64,3,1,9,1,4.2299999999999995,20803.78,1,1,1,1,1,1,1,2,2,1,2,1
5102,TQSMNOPVPHJMLMCDEGLDF00677462,1,15,1,3,1,3,1,1,1,1,2,2,2,3,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,5,1,4,80000,16000.0,1,0,2,0,0,0,1,2,39,1,7,3,0,3.9,20512.82,1,1,1,1,1,2,1,2,2,6,2,1
5103,TQRMNOSTXHMOKUCDEFNFF00711593,1,7,1,4,1,4,1,1,1,1,2,2,2,4,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,60000,20000.0,2,0,98,0,0,0,1,1,53,1,6,2,0,2.51,23904.38,1,1,1,2,1,2,1,2,2,1,2,1
5104,TQRMNOPVPHMMLLCDEFNFF00711594,1,7,1,3,1,4,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,205000,51250.0,2,0,98,0,0,0,1,1,53,1,4,3,0,3.81,53805.77,0,1,1,1,1,2,1,2,2,1,2,1
5105,TQRMNOWQRHKOKSCDEFNFF00660185,1,7,1,3,2,4,1,1,1,1,2,2,2,3,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,20000,20000.0,1,0,98,0,0,0,1,1,53,4,1,3,0,1.0,20000.0,1,1,2,3,1,2,2,2,2,2,2,1
5106,TQRMNOPPTHJMLPCDEFNFF00670216,1,7,1,4,1,4,1,1,1,1,2,2,2,4,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,64000,64000.0,96,0,2,0,0,0,1,2,30,1,6,3,0,0.77,83116.88,0,1,1,1,1,2,2,2,2,1,2,1
5107,TQRMNOQTWHJMLPCDEFNFF00670218,1,7,2,3,1,9,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6,2,4,24100,4016.67,1,0,4,0,0,0,1,2,42,1,4,3,0,4.48,5379.46,1,1,1,1,1,2,2,2,2,2,2,1
5108,TQRMNOQTYHJMLPCDEFNFF00670220,1,7,2,3,1,9,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,85000,21250.0,2,0,1,0,0,0,1,1,39,1,4,3,0,3.06,27777.78,0,1,1,1,1,2,1,2,2,1,2,1
5109,TQRMNOVQWHLOLOCDEFNFF00715367,1,7,1,4,1,4,1,1,1,1,2,2,2,4,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,90000,90000.0,1,0,97,0,0,0,1,2,78,1,4,9,1,0.63,142857.14,0,1,1,3,1,2,2,2,2,6,2,1
5110,TQRMNOSTPHKOLMCDEFNFF00660208,2,7,2,2,1,9,1,1,1,1,2,2,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,55000,55000.0,1,0,98,0,0,0,1,1,28,1,3,3,0,1.02,53921.57,0,1,1,2,1,2,2,2,2,3,3,2
5111,TQRMNOPWSHKMLNCDEFNFF00660102,2,7,1,3,2,4,1,1,1,1,2,2,2,3,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,91000,91000.0,1,0,98,0,0,0,1,1,63,1,6,9,1,0.83,109638.55,0,1,1,3,1,2,2,2,2,3,2,1
5112,TQRMNOQXWHKMLNCDEFNFF00660214,1,7,1,3,2,4,1,1,1,1,2,2,2,3,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,52000,52000.0,1,0,98,0,0,0,1,2,75,1,2,9,1,0.67,77611.94,0,1,1,2,1,2,2,2,2,1,2,1
5113,TQRMNOPYQHKNRTCDEIJAH00663407,1,33,2,2,1,4,1,1,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,49500,24750.0,1,0,98,0,0,0,1,2,31,1,2,3,0,1.46,33904.11,0,1,1,1,2,2,2,2,2,1,1,1
5114,TQRMNOPQUHMLQSCDEIJAH00710444,1,33,1,5,1,4,1,1,2,1,2,2,2,5,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,5,3,2,200000,40000.0,96,0,98,0,0,0,1,1,40,2,6,3,0,3.58,55865.92,0,1,1,3,1,1,2,2,2,1,1,1
5115,TQRMNOQTVHMKRLCDEIJAH00711074,1,33,1,3,1,2,1,1,1,1,2,2,2,3,2,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,168000,56000.0,2,0,1,0,0,0,1,1,71,1,4,2,0,2.36,71186.44,0,1,1,1,1,1,2,2,2,1,1,1
5116,TQRMNORYSHMLKSCDEIIAD00718437,1,32,2,3,1,9,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,0,2,120000,60000.0,1,0,2,0,0,0,1,2,44,1,4,3,0,1.53,78431.37,0,1,1,1,1,1,2,2,2,3,1,1
5117,TQRMNOQUUHKKKRCDEIIAD00663092,1,32,2,1,1,1,1,1,1,1,2,2,2,1,1,2,0,0,0,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,48000,24000.0,1,0,98,0,0,0,1,1,81,1,7,9,1,1.37,35036.5,0,1,1,1,1,2,2,2,2,6,1,1
5118,TQRMNOQVYHMLKSCDEFJAH00710721,1,3,2,1,1,9,1,1,1,1,2,2,2,1,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,38000,38000.0,97,0,98,0,0,0,1,2,30,1,5,3,0,0.77,49350.65,0,1,1,1,1,2,2,2,2,3,1,1
5119,TQRMNOPTXHJMLMCDEFJAH00665813,1,3,1,3,1,4,1,1,1,1,2,2,2,3,2,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,30000,30000.0,1,0,97,0,0,0,1,1,91,1,3,9,1,0.74,40540.54,0,1,1,1,1,1,1,2,2,1,1,1
5120,TQRMNORXTHKMLNCDEFJAH00659547,1,3,2,3,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,80000,40000.0,1,0,98,0,0,0,1,2,32,12,4,3,0,1.4300000000000002,55944.06,0,1,1,1,1,1,2,2,2,3,1,1
5121,TQRMNOQSYHLKLMCDEFJAH00714653,1,3,1,3,1,1,1,1,1,1,2,2,2,3,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,40000,40000.0,1,0,98,0,0,0,1,2,88,1,6,9,1,0.63,63492.06,0,1,1,1,1,1,1,2,2,1,1,1
5122,TQRMNORTSHJMLNCDEFJAH00665824,1,3,1,2,1,4,1,1,1,1,2,2,2,2,2,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,46000,23000.0,2,1,98,0,0,0,1,1,59,1,3,3,0,1.76,26136.36,0,1,1,1,1,1,1,2,2,1,1,1
5123,TQRMNOSVWHJNLPCDEFJAH00665844,1,3,1,3,1,4,1,1,1,1,2,2,2,3,2,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,0,2,45000,22500.0,2,0,98,0,0,0,1,1,79,1,2,9,1,1.4100000000000001,31914.89,0,1,1,1,1,1,1,2,2,1,1,1
5124,TQRMNORPWHKOMMCDEGJBF00711516,1,13,1,2,1,2,1,1,1,1,2,2,2,2,1,2,0,0,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,4,2,2,65000,16250.0,1,0,98,0,0,0,1,2,22,4,2,9,1,2.77,23465.7,1,1,1,2,1,2,1,2,1,1,2,1
5125,TQRMNOTQSHKOMMCDEGJBF00711517,1,13,2,1,1,2,1,1,1,1,2,2,2,1,1,2,0,0,0,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,32000,16000.0,1,0,98,0,0,0,1,2,36,1,2,3,0,1.12,28571.43,0,1,1,1,1,2,2,2,2,1,2,1
5126,TQRMNOPUVHLOMNCDEGJBF00716101,1,13,1,3,1,2,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,3,0,3,53000,17666.67,1,0,98,0,0,0,1,2,34,1,4,3,0,2.75,19272.73,1,1,1,2,1,1,1,2,2,6,1,1
5127,TQRMNOPUYHKMMNCDEGJBF00711518,1,13,1,3,1,1,2,1,1,1,2,2,2,3,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,30800,30800.0,1,0,98,0,0,0,1,1,81,1,2,9,1,0.74,41621.62,0,1,1,2,1,2,2,2,2,1,1,1
5128,TQRMNOQUQHKNMOCDEGJBF00711582,1,13,1,4,1,2,1,1,1,1,2,2,2,4,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,1,68000,68000.0,1,0,97,0,0,0,1,1,45,4,4,3,0,1.0,68000.0,0,1,1,2,1,1,1,2,2,1,1,1
5129,TQRMNORWRHJOMNCDEGJBF00698435,1,13,2,2,2,2,2,1,1,1,2,2,2,2,2,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,71400,17850.0,2,0,3,0,0,0,1,1,71,1,1,9,1,2.96,24121.62,1,1,1,2,1,2,2,2,2,1,2,1
5130,TQRMNOPYWHKMKNCDEFMDB00659955,1,6,1,4,1,3,1,1,1,1,2,2,2,4,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,12000,6000.0,2,0,98,0,0,0,1,1,48,4,6,3,0,1.76,6818.18,1,1,1,1,1,1,2,2,2,1,1,1
5131,TQRMNORVYHKMKNCDEFMDB00715176,1,6,1,4,1,1,1,1,1,1,2,2,2,4,1,2,0,0,0,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,115000,57500.0,1,0,2,0,0,0,1,1,59,1,6,9,1,1.76,65340.91,0,1,1,1,1,1,1,2,2,1,1,1
5132,TQRMNOQXXHKMKUCDEIGED00717961,1,30,2,2,1,1,1,1,1,1,2,2,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,80000,80000.0,1,0,98,0,0,0,1,2,36,1,6,2,0,0.77,103896.1,0,1,1,1,1,2,2,2,2,4,1,1
5133,TQRMNOQSXHJMKQCDEFJAH00665807,1,3,1,3,1,4,1,1,1,1,2,2,2,3,1,2,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,0,2,54000,27000.0,1,2,98,0,0,0,1,1,74,1,2,9,1,1.5,36000.0,0,1,1,1,1,2,1,2,1,1,1,1
5134,TQRMNOTVYHKOKTCDEFJAH00659522,1,3,2,1,1,2,1,1,1,1,2,2,2,1,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,30000,30000.0,1,0,98,0,0,0,1,2,66,1,1,9,1,0.67,44776.12,0,1,1,1,1,2,2,2,2,3,1,1
5135,TQRMNORQVHKMLMCDEFJAH00665908,1,3,1,3,1,9,1,1,1,1,2,2,2,3,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,120000,120000.0,1,0,98,0,0,0,1,1,53,1,6,3,0,1.0,120000.0,0,1,1,1,2,2,1,2,2,1,1,1
5136,TQRMNORTRHJMLNCDEFJAH00665823,1,3,1,2,1,4,1,1,1,1,2,2,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,30000,15000.0,1,2,98,0,0,0,1,1,63,4,2,2,0,1.5,20000.0,1,1,1,1,1,2,1,2,2,1,1,1
5137,TQRMNOQXQHKOKNCDEGOIH00661896,1,18,1,2,1,1,1,2,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,0,3,83000,27666.67,2,0,98,0,0,0,1,1,38,1,2,3,0,2.8,29642.86,0,1,2,2,1,2,2,2,2,1,2,1
5138,TQRMNOUQTHKOKNCDEGOIH00661899,1,18,1,2,2,1,1,1,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,54000,13500.0,2,0,98,0,0,0,1,1,40,4,1,3,0,3.46,15606.94,1,1,2,2,1,1,2,2,2,1,2,1
5139,TQRMNOQSTHKKKOCDEHIBB00662173,1,22,1,5,1,2,1,1,1,1,2,2,2,5,4,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,0,3,73000,24333.33,4,0,98,0,0,0,1,1,70,1,4,9,1,2.5,29200.0,0,1,1,1,1,2,2,2,2,1,1,1
5140,TQRMNOQPPHMLKQCDEHIBB00712513,1,22,1,2,1,1,1,1,1,1,2,2,2,2,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,1,30000,30000.0,1,0,98,0,0,0,1,2,63,1,6,9,1,0.67,44776.12,0,1,1,1,1,2,2,2,1,6,2,1
5141,TQRMNOSRRHKOKPCDEHIBB00662096,1,22,1,5,1,1,1,1,1,1,2,2,2,5,5,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,5,0,5,136000,27200.0,1,0,2,3,4,0,1,2,87,1,2,9,1,4.43,30699.77,0,1,1,1,1,2,2,2,2,1,2,1
5142,TQRMNORUQHKMKQCDEHIBB00662100,1,22,1,2,1,3,1,1,1,1,2,2,2,2,1,2,0,0,0,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,3,0,3,38000,12666.67,1,0,98,0,0,0,1,2,51,4,4,2,0,2.5300000000000002,15019.76,1,1,1,1,1,2,2,2,2,8,2,1
5143,TQRMNOQPYHKOKSCDEHIBB00662110,1,22,1,3,2,7,1,1,1,1,2,2,2,3,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,0,1,35000,35000.0,1,0,98,0,0,0,1,1,32,1,2,3,0,1.0,35000.0,0,1,1,1,1,2,2,2,2,1,1,1
5144,TQRMNOQPTHLMLQCDEIKAH00719742,1,34,1,4,1,1,1,1,1,1,2,2,2,4,2,2,0,0,0,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,48000,16000.0,1,0,2,0,0,0,1,2,62,2,3,3,0,2.26,21238.94,1,1,1,1,1,1,1,2,2,1,1,1
5145,TQRMNOQUTHKLMUCDEIJAH00663464,1,33,1,3,1,2,1,1,2,1,2,2,2,3,2,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,4,2,2,160000,40000.0,1,2,98,0,0,0,1,1,41,1,6,3,0,3.1100000000000003,51446.95,0,1,1,3,1,1,2,2,2,1,1,1
5146,TQRMNOQSTHLMKMCDEIKAH00719748,1,34,1,5,1,3,2,1,1,1,2,2,2,5,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,160000,40000.0,2,0,1,0,0,0,1,1,47,1,4,2,0,3.7,43243.24,0,1,1,1,1,2,1,2,2,1,1,1
5147,TQRMNOSQSHKMKMCDEIKAH00712484,1,34,1,3,1,3,2,1,1,1,2,1,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,130000,43333.33,3,0,2,1,0,0,1,1,55,1,4,1,0,2.52,51587.3,0,1,1,1,1,2,1,2,2,1,1,1
5148,TQRMNOSXUHLMRRCDEIJAH00719015,1,33,1,3,1,2,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,4,0,4,47000,11750.0,2,0,1,0,0,0,1,1,59,1,2,3,0,3.8200000000000003,12303.66,1,1,1,1,1,2,1,2,2,3,1,1
5149,TQRMNOUWUHLKRSCDEIJAH00719016,1,33,1,3,1,1,1,1,1,1,2,1,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,102000,34000.0,2,0,1,0,0,0,1,1,33,1,5,3,0,2.2800000000000002,44736.84,0,1,1,1,1,1,2,2,2,3,1,1
5150,TQRMNOQWTHJNSOCDEIJAH00719019,1,33,1,4,2,2,2,2,2,1,2,2,2,4,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,5,0,5,36000,7200.0,1,2,98,0,0,0,1,1,49,4,1,3,0,4.48,8035.71,1,1,2,3,1,2,2,2,2,1,2,1
5151,TQRMNORYPHLOSNCDEIJAH00719021,1,33,1,3,1,4,2,1,2,1,2,1,2,3,2,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,5,1,4,151000,30200.0,1,0,98,0,0,0,1,2,43,4,3,3,0,4.47,33780.76,0,1,1,2,1,1,2,2,2,1,2,1
5152,TQRMNOSRWHLOSNCDEIJAH00719022,1,33,1,3,1,4,1,1,2,1,2,2,2,2,2,2,0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,5,2,3,313000,62600.0,2,0,98,0,0,0,1,1,32,4,1,2,0,3.7800000000000002,82804.23,0,1,1,2,1,2,2,2,2,1,2,1
5153,TQRMNORUPHLLSOCDEIJAH00719023,1,33,1,4,1,4,1,1,2,1,2,2,2,4,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,230000,76666.67,2,0,3,0,0,0,1,1,61,1,6,3,0,2.61,88122.61,0,1,1,2,1,1,1,2,2,1,1,1
5154,TQRMNOTQUHKLRNCDEIJAH00663232,1,33,2,3,1,9,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,150000,75000.0,1,0,98,0,0,0,1,1,47,1,6,3,0,1.69,88757.4,0,1,1,1,1,1,2,2,2,1,1,1
5155,TQRMNORTSHLKSPCDEIJAH00719024,1,33,2,2,1,9,1,1,1,1,2,2,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,0,1,60000,60000.0,1,0,98,0,0,0,1,2,32,2,5,3,0,0.77,77922.08,0,1,1,1,1,1,2,2,2,3,1,1
5156,TQRMNOSSQHLKSQCDEIJAH00719025,1,33,1,3,1,2,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,0,4,220000,55000.0,1,0,98,0,0,0,1,1,63,1,5,3,0,3.27,67278.29,0,1,1,1,1,1,1,2,2,1,1,1
